"","Observed","beta_div_metacomm_mean","abund_null_dev_stoch","abund_null_dev_det"
"SRR13801088",237,0.826155135266189,0.218159254292336,0.231741411629016
"SRR13801087",211,0.813238387498848,0.205242506524996,0.218824663861675
"SRR13801511",170,0.868639378436961,0.260643497463109,0.274225654799788
"SRR13801510",177,0.923236151748967,0.315240270775115,0.328822428111795
"SRR13801509",197,0.895268139546754,0.287272258572901,0.300854415909581
"SRR13801512",186,0.83039423763082,0.222398356656968,0.235980513993647
"SRR13801508",191,0.828385421060771,0.220389540086919,0.233971697423598
"SRR13801507",205,0.860816270360493,0.252820389386641,0.266402546723321
"SRR13801506",208,0.857977938906503,0.24998205793265,0.26356421526933
"SRR13801505",192,0.824491699612806,0.216495818638954,0.230077975975633
"SRR13801503",199,0.931517388138454,0.323521507164602,0.337103664501282
"SRR13801502",198,0.860435434004835,0.252439553030982,0.266021710367662
"SRR13801501",154,0.888561493209381,0.280565612235529,0.294147769572209
"SRR13801500",211,0.874469712916776,0.266473831942923,0.280055989279603
"SRR13801224",95,0.952805109839408,0.344809228865556,0.358391386202235
"SRR13801567",91,0.94804023329345,0.340044352319598,0.353626509656278
"SRR13801488",183,0.79415329547995,0.186157414506097,0.199739571842777
"SRR13801487",194,0.796967165522396,0.188971284548543,0.202553441885223
"SRR13801486",196,0.793095524463407,0.185099643489554,0.198681800826234
"SRR13801490",207,0.791451505907961,0.183455624934109,0.197037782270788
"SRR13801485",223,0.799111478538859,0.191115597565007,0.204697754901687
"SRR13801484",201,0.791150265666162,0.183154384692309,0.196736542028989
"SRR13801483",209,0.831900639707089,0.223904758733236,0.237486916069916
"SRR13801481",179,0.794294826573831,0.186298945599979,0.199881102936658
"SRR13801480",227,0.794703177955958,0.186707296982106,0.200289454318785
"SRR13801479",174,0.781761511238221,0.173765630264369,0.187347787601049
"SRR13801477",187,0.785575390855736,0.177579509881884,0.191161667218563
