"","Observed","beta_div_metacomm_mean","abund_null_dev_stoch","abund_null_dev_det"
"X1351_1840",1089,0.558645318799577,-0.249657978716806,-0.125878361503342
"X1351_1841",1281,0.606382002295653,-0.20192129522073,-0.0781416780072665
"X1351_1842",1132,0.577868663525135,-0.230434633991249,-0.106655016777785
"X1351_1831",1250,0.564103544406819,-0.244199753109564,-0.120420135896101
"X1351_1832",1032,0.592790963099641,-0.215512334416742,-0.0917327172032789
"X1351_1833",986,0.567401710627886,-0.240901586888497,-0.117121969675034
"X1351_1834",1198,0.559217766476837,-0.249085531039546,-0.125305913826082
"X1351_1835",864,0.594302916047432,-0.214000381468951,-0.0902207642554882
"X1351_1836",1115,0.565933389516138,-0.242369908000245,-0.118590290786782
"X1351_1837",1057,0.579037485432785,-0.229265812083598,-0.105486194870135
"X1351_1838",1022,0.600782841208235,-0.207520456308148,-0.0837408390946845
"X1351_1839",959,0.586658231098926,-0.221645066417457,-0.0978654492039939
