"","Observed","beta_div_metacomm_mean","abund_null_dev_stoch","abund_null_dev_det"
"X1351_1467",848,0.698874868128058,-0.175766135283765,-0.0336529232740029
"X1351_1468",1076,0.668696035491079,-0.205944967920744,-0.0638317559109819
"X1351_1469",815,0.708270776208864,-0.166370227202958,-0.0242570151931962
"X1351_1470",805,0.69384664398361,-0.180794359428212,-0.0386811474184505
"X1351_1471",1028,0.729983769210018,-0.144657234201805,-0.00254402219204297
"X1351_1472",980,0.681295049717717,-0.193345953694106,-0.051232741684344
"X1351_1473",1230,0.646834180406369,-0.227806823005453,-0.0856936109956915
"X1351_1474",1000,0.663174271601612,-0.21146673181021,-0.0693535198004482
"X1351_1463",1332,0.688892773440908,-0.185748229970914,-0.0436350179611521
"X1351_1464",1140,0.728748447920615,-0.145892555491208,-0.00377934348144604
"X1351_1465",1258,0.667639117024908,-0.207001886386915,-0.0648886743771531
"X1351_1454",1322,0.662191913279178,-0.212449090132644,-0.0703358781228824
"X1351_1455",1229,0.650810187948463,-0.22383081546336,-0.0817176034535977
"X1351_1456",1205,0.679052158842553,-0.195588844569269,-0.0534756325595074
"X1351_1457",1362,0.651996526522991,-0.222644476888831,-0.0805312648790696
"X1351_1458",1399,0.671762313184389,-0.202878690227434,-0.0607654782176716
"X1351_1459",1212,0.656696441638347,-0.217944561773476,-0.0758313497637136
"X1351_1460",1223,0.647953651590981,-0.226687351820842,-0.0845741398110801
"X1351_1461",1195,0.654264971103366,-0.220376032308456,-0.0782628202986946
"X1351_1462",1330,0.664573428331438,-0.210067575080385,-0.0679543630706226
"X1351_1899",1415,0.725905557396551,-0.148735446015272,-0.00662223400550965
"X1351_1900",1529,0.670332008095463,-0.204308995316359,-0.0621957833065976
"X1351_1901",1251,0.755883107460827,-0.118757895950995,0.0233553160587666
"X1351_1890",1480,0.660480745412623,-0.2141602579992,-0.0720470459894379
"X1351_1891",1529,0.71491855395871,-0.159722449453113,-0.0176092374433506
"X1351_1892",1282,0.753284730286082,-0.12135627312574,0.0207569388840219
"X1351_1893",1551,0.703092413960296,-0.171548589451527,-0.0294353774417648
"X1351_1894",1303,0.718924084437141,-0.155716918974682,-0.0136037069649196
"X1351_1895",1463,0.709808203844394,-0.164832799567428,-0.0227195875576661
"X1351_1896",1375,0.693223590910167,-0.181417412501655,-0.0393042004918931
"X1351_1897",1294,0.751899712677154,-0.122741290734668,0.0193719212750937
"X1351_1898",1285,0.725822341367992,-0.14881866204383,-0.00670545003406842
"X1351_1651",1014,0.694290639302305,-0.180350364109517,-0.0382371520997555
"X1351_1652",896,0.736159720655405,-0.138481282756418,0.00363192925334432
"X1351_1643",829,0.705927130523993,-0.168713872887829,-0.0266006608780671
"X1351_1644",952,0.762198828640067,-0.112442174771755,0.0296710372380066
"X1351_1645",968,0.765900329521564,-0.108740673890258,0.0333725381195037
"X1351_1646",880,0.694574712497411,-0.180066290914412,-0.0379530789046499
"X1351_1647",998,0.705253295187551,-0.169387708224272,-0.0272744962145096
"X1351_1648",1023,0.684151260394115,-0.190489743017707,-0.0483765310079453
"X1351_1649",976,0.73362620714234,-0.141014796269482,0.00109841574027947
"X1351_1523",1364,0.65724758400668,-0.217393419405142,-0.0752802073953801
"X1351_1524",1061,0.666892442905521,-0.207748560506301,-0.0656353484965394
"X1351_1525",1122,0.650555252630282,-0.22408575078154,-0.0819725387717782
"X1351_1514",1116,0.630875132238625,-0.243765871173197,-0.101652659163435
"X1351_1515",1101,0.654433834296071,-0.220207169115751,-0.0780939571059892
"X1351_1516",1151,0.639182902077465,-0.235458101334358,-0.0933448893245957
"X1351_1517",1263,0.642882984083597,-0.231758019328225,-0.0896448073184635
"X1351_1518",1315,0.632467302448789,-0.242173700963034,-0.100060488953272
"X1351_1519",1320,0.663256563677379,-0.211384439734444,-0.0692712277246816
"X1351_1520",936,0.666563577505138,-0.208077425906684,-0.0659642138969224
"X1351_1521",1186,0.657034662309312,-0.21760634110251,-0.0754931290927484
"X1351_1522",1176,0.628166348914839,-0.246474654496983,-0.104361442487221
"X1351_1686",727,0.715434600871916,-0.159206402539906,-0.0170931905301444
"X1351_1687",950,0.691582824364199,-0.183058179047623,-0.0409449670378611
"X1351_1688",763,0.744980558998923,-0.129660444412899,0.0124527675968629
"X1351_1677",583,0.801533294121967,-0.0731077092898552,0.0690055027199067
"X1351_1678",581,0.821760582923529,-0.0528804204882932,0.0892327915214687
"X1351_1679",693,0.786650197257049,-0.0879908061547732,0.0541224058549887
"X1351_1680",649,0.796179790888701,-0.0784612125231215,0.0636519994866404
"X1351_1681",788,0.793608414476721,-0.081032588935101,0.0610806230746609
"X1351_1682",460,0.829377316575563,-0.0452636868362596,0.0968495251735023
"X1351_1683",311,0.910457103599771,0.0358161001879489,0.177929312197711
"X1351_1684",891,0.733927998191041,-0.140713005220781,0.0014002067889809
"X1351_1685",715,0.752614830716127,-0.122026172695695,0.0200870393140667
"X1351_1561",1456,0.67383717733113,-0.200803826080693,-0.0586906140709307
"X1351_1562",1231,0.680279840266508,-0.194361163145315,-0.0522479511355528
"X1351_1563",1342,0.701218657091942,-0.173422346319881,-0.0313091343101191
"X1351_1552",1119,0.711293961716699,-0.163347041695124,-0.0212338296853618
"X1351_1554",1541,0.670805014983654,-0.203835988428169,-0.0617227764184066
"X1351_1555",1435,0.660800241528505,-0.213840761883317,-0.0717275498735555
"X1351_1556",1418,0.667009318904785,-0.207631684507038,-0.0655184724972758
"X1351_1557",1468,0.665646842518891,-0.208994160892932,-0.06688094888317
"X1351_1558",1329,0.689215862292579,-0.185425141119244,-0.043311929109482
"X1351_1559",1325,0.706000651761556,-0.168640351650267,-0.0265271396405048
"X1351_1560",1410,0.649529055054346,-0.225111948357476,-0.0829987363477143
"X1351_1585",925,0.661714152200969,-0.212926851210854,-0.0708136392010916
"X1351_1586",824,0.669393901344097,-0.205247102067725,-0.0631338900579633
"X1351_1587",926,0.668723791584984,-0.205917211826839,-0.0638039998170769
"X1351_1576",585,0.679853430289659,-0.194787573122163,-0.0526743611124011
"X1351_1577",762,0.698265456969077,-0.176375546442746,-0.0342623344329839
"X1351_1578",845,0.680537906107357,-0.194103097304466,-0.0519898852947036
"X1351_1579",735,0.685240278330045,-0.189400725081778,-0.047287513072016
"X1351_1580",814,0.674839824053516,-0.199801179358307,-0.0576879673485446
"X1351_1581",705,0.683852587640681,-0.190788415771142,-0.0486752037613799
"X1351_1582",986,0.662331938278496,-0.212309065133327,-0.0701958531235648
"X1351_1583",700,0.697749942595024,-0.176891060816798,-0.0347778488070364
"X1351_1584",770,0.685129183087154,-0.189511820324669,-0.0473986083149071
"X1351_1863",735,0.812331675862497,-0.0623093275493251,0.0798038844604368
"X1351_1864",1157,0.679725401848181,-0.194915601563641,-0.0528023895538795
"X1351_1865",905,0.75061112247117,-0.124029880940653,0.0180833310691093
"X1351_1855",1404,0.679572763492268,-0.195068239919554,-0.0529550279097923
"X1351_1856",1261,0.646688737161582,-0.22795226625024,-0.0858390542404786
"X1351_1857",1425,0.673433046364522,-0.2012079570473,-0.0590947450375384
"X1351_1858",971,0.733877790975833,-0.140763212435989,0.00134999957377258
"X1351_1859",1058,0.735954026034162,-0.138686977377661,0.00342623463210123
"X1351_1860",1398,0.658002865495617,-0.216638137916205,-0.0745249259064433
"X1351_1861",1075,0.714286408815043,-0.160354594596779,-0.0182413825870175
"X1351_1862",1368,0.637951578834461,-0.236689424577362,-0.0945762125675997
"X1351_1802",1626,0.690636295587957,-0.184004707823866,-0.041891495814104
"X1351_1803",1269,0.691930023994322,-0.1827109794175,-0.0405977674077386
"X1351_1804",1266,0.703851725895385,-0.170789277516437,-0.0286760655066753
"X1351_1793",1334,0.708563930689402,-0.166077072722421,-0.0239638607126589
"X1351_1794",1419,0.697186731446734,-0.177454271965089,-0.0353410599553268
"X1351_1795",943,0.775016978094878,-0.0996240253169443,0.0424891866928176
"X1351_1796",1416,0.697115913359297,-0.177525090052526,-0.035411878042764
"X1351_1797",1520,0.672202412884282,-0.20243859052754,-0.0603253785177782
"X1351_1798",1330,0.729897622165536,-0.144743381246287,-0.00263016923652482
"X1351_1799",1298,0.691803039363354,-0.182837964048468,-0.0407247520387062
"X1351_1800",1217,0.742282196453323,-0.132358806958499,0.00975440505126257
"X1351_1801",1198,0.693413129600958,-0.181227873810864,-0.0391146618011023
"X1351_1766",1205,0.812775344054273,-0.0618656593575497,0.0802475526522122
"X1351_1767",1322,0.724831200019305,-0.149809803392517,-0.00769659138275514
"X1351_1768",1192,0.736088407646323,-0.1385525957655,0.00356061624426229
"X1351_1757",798,0.858916604761277,-0.0157243986505451,0.126388813359217
"X1351_1758",967,0.853918421100107,-0.0207225823117156,0.121390629698046
"X1351_1759",1090,0.690921856543485,-0.183719146868338,-0.041605934858576
"X1351_1760",1144,0.77775971099473,-0.0968812924170924,0.0452319195926695
"X1351_1761",1043,0.738273466081228,-0.136367537330595,0.00574567467916698
"X1351_1762",1286,0.785911120772883,-0.0887298826389392,0.0533833293708227
"X1351_1763",1044,0.798275733329326,-0.0763652700824965,0.0657479419272654
"X1351_1764",980,0.842369082690854,-0.0322719207209681,0.109841291288794
"X1351_1765",1152,0.788185137465614,-0.0864558659462081,0.0556573460635538
"X1351_1828",1222,0.747774045440395,-0.126866957971427,0.0152462540383346
"X1351_1829",1696,0.756730210929066,-0.117910792482757,0.0242024195270053
"X1351_1830",1348,0.789895805385829,-0.0847451980259933,0.0573680139837686
"X1351_1817",1574,0.758038084597592,-0.116602918814231,0.0255102931955313
"X1351_1818",1776,0.712453912078175,-0.162187091333648,-0.0200738793238859
"X1351_1819",1692,0.713299327798935,-0.161341675612887,-0.0192284636031254
"X1351_1820",1619,0.694170726441299,-0.180470276970523,-0.0383570649607612
"X1351_1821",1778,0.708225657899878,-0.166415345511945,-0.0243021335021828
"X1351_1822",1469,0.760665878826362,-0.11397512458546,0.0281380874243015
"X1351_1823",1759,0.730430199703359,-0.144210803708464,-0.00209759169870194
"X1351_1826",1438,0.755578491151061,-0.119062512260761,0.0230506997490004
"X1351_1827",1843,0.751650915621709,-0.122990087790114,0.0191231242196481
