"","Observed","beta_div_metacomm_mean","abund_null_dev_stoch","abund_null_dev_det"
"X1351_1483",843,0.597655223077216,-0.228057448324215,-0.0485248072416542
"X1351_1484",812,0.590000596424868,-0.235712074976563,-0.0561794338940018
"X1351_1485",910,0.568614527848065,-0.257098143553365,-0.0775655024708043
"X1351_1486",1020,0.570356928712544,-0.255355742688887,-0.0758231016063259
"X1351_1499",790,0.644559162218745,-0.181153509182686,-0.00162086810012485
"X1351_1500",996,0.595027376930161,-0.230685294471269,-0.0511526533887083
"X1351_1501",1023,0.604438750040211,-0.22127392136122,-0.0417412802786588
"X1351_1490",835,0.643769570078516,-0.181943101322914,-0.00241046024035341
"X1351_1491",855,0.629270816365436,-0.196441855035995,-0.0169092139534336
"X1351_1492",817,0.570080409613613,-0.255632261787817,-0.0760996207052563
"X1351_1493",1054,0.592843025891918,-0.232869645509513,-0.053337004426952
"X1351_1494",970,0.557870779423877,-0.267841891977554,-0.0883092508949931
"X1351_1495",760,0.67004104080843,-0.155671630593001,0.0238610104895599
"X1351_1496",803,0.581640058675364,-0.244072612726067,-0.064539971643506
"X1351_1497",938,0.593873983739626,-0.231838687661805,-0.052306046579244
"X1351_1498",1061,0.591907327529856,-0.233805343871574,-0.0542727027890133
"X1351_1748",1015,0.621743324224986,-0.203969347176444,-0.0244367060938834
"X1351_1749",747,0.645683162699324,-0.180029508702107,-0.000496867619545704
"X1351_1750",890,0.598572410537685,-0.227140260863745,-0.0476076197811843
"X1351_1739",1145,0.57475234552728,-0.25096032587415,-0.0714276847915895
"X1351_1740",971,0.611529716709031,-0.214182954692399,-0.0346503136098385
"X1351_1741",1276,0.585110112768033,-0.240602558633398,-0.0610699175508366
"X1351_1742",938,0.588795896625675,-0.236916774775756,-0.0573841336931951
"X1351_1743",1106,0.58419445353561,-0.241518217865821,-0.0619855767832601
"X1351_1744",1042,0.583604580191222,-0.242108091210208,-0.0625754501276474
"X1351_1745",1037,0.601184313811471,-0.224528357589959,-0.0449957165073984
"X1351_1746",861,0.615268165841208,-0.210444505560222,-0.0309118644776615
"X1351_1747",1042,0.600124655051979,-0.225588016349452,-0.0460553752668906
"X1351_1609",780,0.570168301558931,-0.2555443698425,-0.0760117287599386
"X1351_1610",680,0.578701682568992,-0.247010988832439,-0.0674783477498776
"X1351_1611",724,0.590956465540787,-0.234756205860644,-0.0552235647780827
"X1351_1600",641,0.618880210037145,-0.206832461364286,-0.0272998202817246
"X1351_1601",676,0.586145186988854,-0.239567484412577,-0.0600348433300156
"X1351_1602",817,0.563796537058706,-0.261916134342725,-0.0823834932601641
"X1351_1603",674,0.661808092397663,-0.163904579003767,0.0156280620787937
"X1351_1604",581,0.638282056274503,-0.187430615126928,-0.00789797404436676
"X1351_1605",725,0.613808844071444,-0.211903827329987,-0.0323711862474257
"X1351_1606",781,0.558433487165047,-0.267279184236383,-0.0877465431538224
"X1351_1607",665,0.611559110983756,-0.214153560417674,-0.0346209193351135
"X1351_1608",749,0.563071032840913,-0.262641638560518,-0.0831089974779566
