"","SampleID","X16S_ID","sample_name","Replicate","Site","Site_Grass","Site.Rep","Grass","Grass_Rep","Edge","SiteName","MAT_degC","MAP_mm","CollectionDate","Latitude","Longitude","Elevation_m","Grassland","Gradient","Bin","julianday","coll_GDD","GDD30yr","GDD3yr","GDD2015","ppt30yr","ppt3yr","ppt2015","soil_moisture","GWC","perc_moisture","pH","phos","ammonium","nitrate","SOM","herbivory_perc","avg_SLA","avg_SRL","coll_GDD_m.std","GDD30yr_m.std","GDD3yr_m.std","GDD2015_m.std","ppt30yr_m.std","ppt3yr_m.std","ppt2015_m.std","soil_moisture_m.std","GWC_m.std","perc_moisture_m.std","pH_m.std","phos_m.std","ammonium_m.std","nitrate_m.std","SOM_m.std","herbivory_perc_m.std","avg_SLA_m.std","avg_SRL_m.std","clus_sor_k10","clus_sor_k30","clus_bc_k4"
"SRR13801398","SRR13801398","X1351_1947","BLM_BOGR_8",8,"BLM","BLM_BOGR","BLM.8","BOGR","BOGR_8","no","BLM",NA,NA,"9/4/15",37.627547,-106.253289,2388,"shortgrass","West","North Central",247,1880.972222,2541.75,2687.845,2792.73,197.2099972,188.4099974,226.8899946,0.913356658,0.094862551,8.664334225,7.71,0.20151675,1.048677585,0.415450497,3.265091526,5.583333333,163.1684316,1263.592642,-2.24321256068842,-2.27177990830844,-1.95672867063457,-2.0540738692056,-1.51618952040568,-1.5649390007058,-1.25130465840128,0.494416410179788,-0.512904802498304,-0.494416407254628,0.619042971127809,0.211485395828482,0.377668882423098,0.377668876930728,-0.421192150116665,0.588620939588265,0.976464732999281,-1.05096381898386,"1","1","1"
"SRR13801333","SRR13801333","X1351_1948","BLM_BOGR_9",9,"BLM","BLM_BOGR","BLM.9","BOGR","BOGR_9","no","BLM",NA,NA,"9/4/15",37.627547,-106.253289,2388,"shortgrass","West","North Central",247,1880.972222,2541.75,2687.845,2792.73,197.2099972,188.4099974,226.8899946,0.913356658,0.094862551,8.664334225,7.71,0.20151675,1.048677585,0.415450497,3.265091526,5.583333333,163.1684316,1263.592642,-2.24321256068842,-2.27177990830844,-1.95672867063457,-2.0540738692056,-1.51618952040568,-1.5649390007058,-1.25130465840128,0.494416410179788,-0.512904802498304,-0.494416407254628,0.619042971127809,0.211485395828482,0.377668882423098,0.377668876930728,-0.421192150116665,0.588620939588265,0.976464732999281,-1.05096381898386,"1","1","1"
"SRR13801311","SRR13801311","X1351_1937","BLM_SCSC_10",10,"BLM","BLM_SCSC","BLM.10","SCSC","SCSC_10","no","BLM",NA,NA,"9/4/15",37.616931,-106.262403,2374,"shortgrass","West","North Central",247,1880.972222,2541.75,2687.845,2792.73,206.539999,188.4099974,226.8899946,0.862792246,0.15902757,13.72077541,7.25,0.190696877,0.951111497,0.376798122,4.194209641,5.333333333,190.7832457,1720.186109,-2.24321256068842,-2.27177990830844,-1.95672867063457,-2.0540738692056,-1.47642316177255,-1.5649390007058,-1.25130465840128,-0.112573699218071,0.00633337409774052,0.112573700400752,0.11327592088053,-0.305330026901054,-0.522522193471494,-0.52252218675919,-0.0589104017298569,0.520896578546793,2.20828034598644,-0.247094094635223,"1","2","1"
"SRR13801300","SRR13801300","X1351_1938","BLM_SCSC_11",11,"BLM","BLM_SCSC","BLM.11","SCSC","SCSC_11","no","BLM",NA,NA,"9/4/15",37.616931,-106.262403,2374,"shortgrass","West","North Central",247,1880.972222,2541.75,2687.845,2792.73,206.539999,188.4099974,226.8899946,0.862792246,0.15902757,13.72077541,7.25,0.190696877,0.951111497,0.376798122,4.194209641,5.333333333,190.7832457,1720.186109,-2.24321256068842,-2.27177990830844,-1.95672867063457,-2.0540738692056,-1.47642316177255,-1.5649390007058,-1.25130465840128,-0.112573699218071,0.00633337409774052,0.112573700400752,0.11327592088053,-0.305330026901054,-0.522522193471494,-0.52252218675919,-0.0589104017298569,0.520896578546793,2.20828034598644,-0.247094094635223,"1","1","1"
"SRR13801289","SRR13801289","X1351_1939","BLM_SCSC_12",12,"BLM","BLM_SCSC","BLM.12","SCSC","SCSC_12","no","BLM",NA,NA,"9/4/15",37.616931,-106.262403,2374,"shortgrass","West","North Central",247,1880.972222,2541.75,2687.845,2792.73,206.539999,188.4099974,226.8899946,0.862792246,0.15902757,13.72077541,7.25,0.190696877,0.951111497,0.376798122,4.194209641,5.333333333,190.7832457,1720.186109,-2.24321256068842,-2.27177990830844,-1.95672867063457,-2.0540738692056,-1.47642316177255,-1.5649390007058,-1.25130465840128,-0.112573699218071,0.00633337409774052,0.112573700400752,0.11327592088053,-0.305330026901054,-0.522522193471494,-0.52252218675919,-0.0589104017298569,0.520896578546793,2.20828034598644,-0.247094094635223,"1","1","1"
"SRR13801322","SRR13801322","X1351_1928","BLM_SCSC_1",1,"BLM","BLM_SCSC","BLM.1","SCSC","SCSC_1","no","BLM",NA,NA,"9/4/15",37.616931,-106.262403,2374,"shortgrass","West","North Central",247,1880.972222,2541.75,2687.845,2792.73,206.539999,188.4099974,226.8899946,0.862792246,0.15902757,13.72077541,7.25,0.190696877,0.951111497,0.376798122,4.194209641,5.333333333,190.7832457,1720.186109,-2.24321256068842,-2.27177990830844,-1.95672867063457,-2.0540738692056,-1.47642316177255,-1.5649390007058,-1.25130465840128,-0.112573699218071,0.00633337409774052,0.112573700400752,0.11327592088053,-0.305330026901054,-0.522522193471494,-0.52252218675919,-0.0589104017298569,0.520896578546793,2.20828034598644,-0.247094094635223,"1","1","1"
"SRR13801278","SRR13801278","X1351_1929","BLM_SCSC_2",2,"BLM","BLM_SCSC","BLM.2","SCSC","SCSC_2","no","BLM",NA,NA,"9/4/15",37.616931,-106.262403,2374,"shortgrass","West","North Central",247,1880.972222,2541.75,2687.845,2792.73,206.539999,188.4099974,226.8899946,0.862792246,0.15902757,13.72077541,7.25,0.190696877,0.951111497,0.376798122,4.194209641,5.333333333,190.7832457,1720.186109,-2.24321256068842,-2.27177990830844,-1.95672867063457,-2.0540738692056,-1.47642316177255,-1.5649390007058,-1.25130465840128,-0.112573699218071,0.00633337409774052,0.112573700400752,0.11327592088053,-0.305330026901054,-0.522522193471494,-0.52252218675919,-0.0589104017298569,0.520896578546793,2.20828034598644,-0.247094094635223,"1","1","1"
"SRR13801219","SRR13801219","X1351_1930","BLM_SCSC_3",3,"BLM","BLM_SCSC","BLM.3","SCSC","SCSC_3","no","BLM",NA,NA,"9/4/15",37.616931,-106.262403,2374,"shortgrass","West","North Central",247,1880.972222,2541.75,2687.845,2792.73,206.539999,188.4099974,226.8899946,0.862792246,0.15902757,13.72077541,7.25,0.190696877,0.951111497,0.376798122,4.194209641,5.333333333,190.7832457,1720.186109,-2.24321256068842,-2.27177990830844,-1.95672867063457,-2.0540738692056,-1.47642316177255,-1.5649390007058,-1.25130465840128,-0.112573699218071,0.00633337409774052,0.112573700400752,0.11327592088053,-0.305330026901054,-0.522522193471494,-0.52252218675919,-0.0589104017298569,0.520896578546793,2.20828034598644,-0.247094094635223,"1","1","1"
"SRR13801208","SRR13801208","X1351_1931","BLM_SCSC_4",4,"BLM","BLM_SCSC","BLM.4","SCSC","SCSC_4","no","BLM",NA,NA,"9/4/15",37.616931,-106.262403,2374,"shortgrass","West","North Central",247,1880.972222,2541.75,2687.845,2792.73,206.539999,188.4099974,226.8899946,0.862792246,0.15902757,13.72077541,7.25,0.190696877,0.951111497,0.376798122,4.194209641,5.333333333,190.7832457,1720.186109,-2.24321256068842,-2.27177990830844,-1.95672867063457,-2.0540738692056,-1.47642316177255,-1.5649390007058,-1.25130465840128,-0.112573699218071,0.00633337409774052,0.112573700400752,0.11327592088053,-0.305330026901054,-0.522522193471494,-0.52252218675919,-0.0589104017298569,0.520896578546793,2.20828034598644,-0.247094094635223,"1","1","3"
"SRR13801197","SRR13801197","X1351_1932","BLM_SCSC_5",5,"BLM","BLM_SCSC","BLM.5","SCSC","SCSC_5","no","BLM",NA,NA,"9/4/15",37.616931,-106.262403,2374,"shortgrass","West","North Central",247,1880.972222,2541.75,2687.845,2792.73,206.539999,188.4099974,226.8899946,0.862792246,0.15902757,13.72077541,7.25,0.190696877,0.951111497,0.376798122,4.194209641,5.333333333,190.7832457,1720.186109,-2.24321256068842,-2.27177990830844,-1.95672867063457,-2.0540738692056,-1.47642316177255,-1.5649390007058,-1.25130465840128,-0.112573699218071,0.00633337409774052,0.112573700400752,0.11327592088053,-0.305330026901054,-0.522522193471494,-0.52252218675919,-0.0589104017298569,0.520896578546793,2.20828034598644,-0.247094094635223,"1","2","1"
"SRR13801185","SRR13801185","X1351_1933","BLM_SCSC_6",6,"BLM","BLM_SCSC","BLM.6","SCSC","SCSC_6","no","BLM",NA,NA,"9/4/15",37.616931,-106.262403,2374,"shortgrass","West","North Central",247,1880.972222,2541.75,2687.845,2792.73,206.539999,188.4099974,226.8899946,0.862792246,0.15902757,13.72077541,7.25,0.190696877,0.951111497,0.376798122,4.194209641,5.333333333,190.7832457,1720.186109,-2.24321256068842,-2.27177990830844,-1.95672867063457,-2.0540738692056,-1.47642316177255,-1.5649390007058,-1.25130465840128,-0.112573699218071,0.00633337409774052,0.112573700400752,0.11327592088053,-0.305330026901054,-0.522522193471494,-0.52252218675919,-0.0589104017298569,0.520896578546793,2.20828034598644,-0.247094094635223,"1","1","5"
"SRR13801126","SRR13801126","X1351_1934","BLM_SCSC_7",7,"BLM","BLM_SCSC","BLM.7","SCSC","SCSC_7","no","BLM",NA,NA,"9/4/15",37.616931,-106.262403,2374,"shortgrass","West","North Central",247,1880.972222,2541.75,2687.845,2792.73,206.539999,188.4099974,226.8899946,0.862792246,0.15902757,13.72077541,7.25,0.190696877,0.951111497,0.376798122,4.194209641,5.333333333,190.7832457,1720.186109,-2.24321256068842,-2.27177990830844,-1.95672867063457,-2.0540738692056,-1.47642316177255,-1.5649390007058,-1.25130465840128,-0.112573699218071,0.00633337409774052,0.112573700400752,0.11327592088053,-0.305330026901054,-0.522522193471494,-0.52252218675919,-0.0589104017298569,0.520896578546793,2.20828034598644,-0.247094094635223,"1","1","3"
"SRR13801115","SRR13801115","X1351_1935","BLM_SCSC_8",8,"BLM","BLM_SCSC","BLM.8","SCSC","SCSC_8","no","BLM",NA,NA,"9/4/15",37.616931,-106.262403,2374,"shortgrass","West","North Central",247,1880.972222,2541.75,2687.845,2792.73,206.539999,188.4099974,226.8899946,0.862792246,0.15902757,13.72077541,7.25,0.190696877,0.951111497,0.376798122,4.194209641,5.333333333,190.7832457,1720.186109,-2.24321256068842,-2.27177990830844,-1.95672867063457,-2.0540738692056,-1.47642316177255,-1.5649390007058,-1.25130465840128,-0.112573699218071,0.00633337409774052,0.112573700400752,0.11327592088053,-0.305330026901054,-0.522522193471494,-0.52252218675919,-0.0589104017298569,0.520896578546793,2.20828034598644,-0.247094094635223,"1","1","3"
"SRR13800962","SRR13800962","X1351_1662","BNP_BOER_10",10,"BNP","BNP_BOER","BNP.10","BOER","BOER_10","no","BNP",NA,NA,"7/15/15",29.23005,-103.37832,1201,"desert","West","South",196,3038.555556,5592.194444,5647.958333,5652.59,306.1300001,242.2766649,293.6299992,0.962448115,0.039017049,3.755188516,8.17,0.178937753,0.90500345,0.358531677,1.948606213,2.333333333,124.8059605,1950.898179,1.19227867216098,1.10352515243781,1.29000743810691,1.20199673902844,-1.05195039264448,-1.36597872244163,-1.08998185263521,1.08372473349086,-0.964819523034282,-1.08372473170256,1.12481002137509,-0.867009137274071,-0.947936938360397,-0.94793693952363,-0.93451612176175,-0.291795753950868,-0.734772238671969,0.159093162780799,"2","3","6"
"SRR13800927","SRR13800927","X1351_1663","BNP_BOER_11",11,"BNP","BNP_BOER","BNP.11","BOER","BOER_11","no","BNP",NA,NA,"7/15/15",29.23005,-103.37832,1201,"desert","West","South",196,3038.555556,5592.194444,5647.958333,5652.59,306.1300001,242.2766649,293.6299992,0.962448115,0.039017049,3.755188516,8.17,0.178937753,0.90500345,0.358531677,1.948606213,2.333333333,124.8059605,1950.898179,1.19227867216098,1.10352515243781,1.29000743810691,1.20199673902844,-1.05195039264448,-1.36597872244163,-1.08998185263521,1.08372473349086,-0.964819523034282,-1.08372473170256,1.12481002137509,-0.867009137274071,-0.947936938360397,-0.94793693952363,-0.93451612176175,-0.291795753950868,-0.734772238671969,0.159093162780799,"2","3","6"
"SRR13800916","SRR13800916","X1351_1664","BNP_BOER_12",12,"BNP","BNP_BOER","BNP.12","BOER","BOER_12","no","BNP",NA,NA,"7/15/15",29.23005,-103.37832,1201,"desert","West","South",196,3038.555556,5592.194444,5647.958333,5652.59,306.1300001,242.2766649,293.6299992,0.962448115,0.039017049,3.755188516,8.17,0.178937753,0.90500345,0.358531677,1.948606213,2.333333333,124.8059605,1950.898179,1.19227867216098,1.10352515243781,1.29000743810691,1.20199673902844,-1.05195039264448,-1.36597872244163,-1.08998185263521,1.08372473349086,-0.964819523034282,-1.08372473170256,1.12481002137509,-0.867009137274071,-0.947936938360397,-0.94793693952363,-0.93451612176175,-0.291795753950868,-0.734772238671969,0.159093162780799,"3","3","6"
"SRR13800973","SRR13800973","X1351_1653","BNP_BOER_1",1,"BNP","BNP_BOER","BNP.1","BOER","BOER_1","no","BNP",NA,NA,"7/15/15",29.23005,-103.37832,1201,"desert","West","South",196,3038.555556,5592.194444,5647.958333,5652.59,306.1300001,242.2766649,293.6299992,0.962448115,0.039017049,3.755188516,8.17,0.178937753,0.90500345,0.358531677,1.948606213,2.333333333,124.8059605,1950.898179,1.19227867216098,1.10352515243781,1.29000743810691,1.20199673902844,-1.05195039264448,-1.36597872244163,-1.08998185263521,1.08372473349086,-0.964819523034282,-1.08372473170256,1.12481002137509,-0.867009137274071,-0.947936938360397,-0.94793693952363,-0.93451612176175,-0.291795753950868,-0.734772238671969,0.159093162780799,"3","4","7"
"SRR13801586","SRR13801586","X1351_1654","BNP_BOER_2",2,"BNP","BNP_BOER","BNP.2","BOER","BOER_2","no","BNP",NA,NA,"7/15/15",29.23005,-103.37832,1201,"desert","West","South",196,3038.555556,5592.194444,5647.958333,5652.59,306.1300001,242.2766649,293.6299992,0.962448115,0.039017049,3.755188516,8.17,0.178937753,0.90500345,0.358531677,1.948606213,2.333333333,124.8059605,1950.898179,1.19227867216098,1.10352515243781,1.29000743810691,1.20199673902844,-1.05195039264448,-1.36597872244163,-1.08998185263521,1.08372473349086,-0.964819523034282,-1.08372473170256,1.12481002137509,-0.867009137274071,-0.947936938360397,-0.94793693952363,-0.93451612176175,-0.291795753950868,-0.734772238671969,0.159093162780799,"3","3","7"
"SRR13801575","SRR13801575","X1351_1655","BNP_BOER_3",3,"BNP","BNP_BOER","BNP.3","BOER","BOER_3","no","BNP",NA,NA,"7/15/15",29.23005,-103.37832,1201,"desert","West","South",196,3038.555556,5592.194444,5647.958333,5652.59,306.1300001,242.2766649,293.6299992,0.962448115,0.039017049,3.755188516,8.17,0.178937753,0.90500345,0.358531677,1.948606213,2.333333333,124.8059605,1950.898179,1.19227867216098,1.10352515243781,1.29000743810691,1.20199673902844,-1.05195039264448,-1.36597872244163,-1.08998185263521,1.08372473349086,-0.964819523034282,-1.08372473170256,1.12481002137509,-0.867009137274071,-0.947936938360397,-0.94793693952363,-0.93451612176175,-0.291795753950868,-0.734772238671969,0.159093162780799,"2","3","7"
"SRR13801170","SRR13801170","X1351_1656","BNP_BOER_4",4,"BNP","BNP_BOER","BNP.4","BOER","BOER_4","no","BNP",NA,NA,"7/15/15",29.23005,-103.37832,1201,"desert","West","South",196,3038.555556,5592.194444,5647.958333,5652.59,306.1300001,242.2766649,293.6299992,0.962448115,0.039017049,3.755188516,8.17,0.178937753,0.90500345,0.358531677,1.948606213,2.333333333,124.8059605,1950.898179,1.19227867216098,1.10352515243781,1.29000743810691,1.20199673902844,-1.05195039264448,-1.36597872244163,-1.08998185263521,1.08372473349086,-0.964819523034282,-1.08372473170256,1.12481002137509,-0.867009137274071,-0.947936938360397,-0.94793693952363,-0.93451612176175,-0.291795753950868,-0.734772238671969,0.159093162780799,"3","3","1"
"SRR13801159","SRR13801159","X1351_1657","BNP_BOER_5",5,"BNP","BNP_BOER","BNP.5","BOER","BOER_5","no","BNP",NA,NA,"7/15/15",29.23005,-103.37832,1201,"desert","West","South",196,3038.555556,5592.194444,5647.958333,5652.59,306.1300001,242.2766649,293.6299992,0.962448115,0.039017049,3.755188516,8.17,0.178937753,0.90500345,0.358531677,1.948606213,2.333333333,124.8059605,1950.898179,1.19227867216098,1.10352515243781,1.29000743810691,1.20199673902844,-1.05195039264448,-1.36597872244163,-1.08998185263521,1.08372473349086,-0.964819523034282,-1.08372473170256,1.12481002137509,-0.867009137274071,-0.947936938360397,-0.94793693952363,-0.93451612176175,-0.291795753950868,-0.734772238671969,0.159093162780799,"3","3","1"
"SRR13801370","SRR13801370","X1351_1658","BNP_BOER_6",6,"BNP","BNP_BOER","BNP.6","BOER","BOER_6","no","BNP",NA,NA,"7/15/15",29.23005,-103.37832,1201,"desert","West","South",196,3038.555556,5592.194444,5647.958333,5652.59,306.1300001,242.2766649,293.6299992,0.962448115,0.039017049,3.755188516,8.17,0.178937753,0.90500345,0.358531677,1.948606213,2.333333333,124.8059605,1950.898179,1.19227867216098,1.10352515243781,1.29000743810691,1.20199673902844,-1.05195039264448,-1.36597872244163,-1.08998185263521,1.08372473349086,-0.964819523034282,-1.08372473170256,1.12481002137509,-0.867009137274071,-0.947936938360397,-0.94793693952363,-0.93451612176175,-0.291795753950868,-0.734772238671969,0.159093162780799,"3","3","1"
"SRR13801359","SRR13801359","X1351_1659","BNP_BOER_7",7,"BNP","BNP_BOER","BNP.7","BOER","BOER_7","no","BNP",NA,NA,"7/15/15",29.23005,-103.37832,1201,"desert","West","South",196,3038.555556,5592.194444,5647.958333,5652.59,306.1300001,242.2766649,293.6299992,0.962448115,0.039017049,3.755188516,8.17,0.178937753,0.90500345,0.358531677,1.948606213,2.333333333,124.8059605,1950.898179,1.19227867216098,1.10352515243781,1.29000743810691,1.20199673902844,-1.05195039264448,-1.36597872244163,-1.08998185263521,1.08372473349086,-0.964819523034282,-1.08372473170256,1.12481002137509,-0.867009137274071,-0.947936938360397,-0.94793693952363,-0.93451612176175,-0.291795753950868,-0.734772238671969,0.159093162780799,"3","3","6"
"SRR13801423","SRR13801423","X1351_1660","BNP_BOER_8",8,"BNP","BNP_BOER","BNP.8","BOER","BOER_8","no","BNP",NA,NA,"7/15/15",29.23005,-103.37832,1201,"desert","West","South",196,3038.555556,5592.194444,5647.958333,5652.59,306.1300001,242.2766649,293.6299992,0.962448115,0.039017049,3.755188516,8.17,0.178937753,0.90500345,0.358531677,1.948606213,2.333333333,124.8059605,1950.898179,1.19227867216098,1.10352515243781,1.29000743810691,1.20199673902844,-1.05195039264448,-1.36597872244163,-1.08998185263521,1.08372473349086,-0.964819523034282,-1.08372473170256,1.12481002137509,-0.867009137274071,-0.947936938360397,-0.94793693952363,-0.93451612176175,-0.291795753950868,-0.734772238671969,0.159093162780799,"2","3","6"
