"","Domain","Phylum","Class","Order","Family","Genus","Species","sign"
"OTU2288","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Aaosphaeria","Aaosphaeria_arxii","Generalists"
"OTU70","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","uncl_Fusarium","Generalists"
"OTU6797","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU196","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","uncl_Pleosporaceae","uncl_Pleosporaceae","Generalists"
"OTU69","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU7056","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU5437","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU4759","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU212","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU1916","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU3639","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","uncl_Hyaloscyphaceae","uncl_Hyaloscyphaceae","Generalists"
"OTU12805","Fungi","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales","Generalists"
"OTU2524","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU329","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","uncl_Chaetomiaceae","uncl_Chaetomiaceae","Generalists"
"OTU272","Fungi","Ascomycota","Leotiomycetes","uncl_Leotiomycetes","uncl_Leotiomycetes","uncl_Leotiomycetes","uncl_Leotiomycetes","Generalists"
"OTU4832","Fungi","Mucoromycota","Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","Generalists"
"OTU11070","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU2134","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Kamienskia","uncl_Kamienskia","Generalists"
"OTU7229","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","Generalists"
"OTU11147","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","uncl_Inocybe","Generalists"
"OTU195","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Codinaea","uncl_Codinaea","Generalists"
"OTU4534","Fungi","Mucoromycota","Mortierellomycetes","uncl_Mortierellomycetes","uncl_Mortierellomycetes","uncl_Mortierellomycetes","uncl_Mortierellomycetes","Generalists"
"OTU1108","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU310","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","uncl_Cladophialophora","Generalists"
"OTU180","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","Generalists"
"OTU2140","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","uncl_Mycosphaerellales","uncl_Mycosphaerellales","uncl_Mycosphaerellales","Generalists"
"OTU4588","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","uncl_Hyaloscyphaceae","uncl_Hyaloscyphaceae","Generalists"
"OTU140","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU784","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU3915","Fungi","Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","Generalists"
"OTU132","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales","Generalists"
"OTU5826","Fungi","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","uncl_Wallemia","Generalists"
"OTU3674","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Lecythophora","Lecythophora_canina","Generalists"
"OTU311","Fungi","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","uncl_Mortierella","Generalists"
"OTU3725","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","Generalists"
"OTU246","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_persicinum","Generalists"
"OTU1950","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU557","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","uncl_Stachybotryaceae","uncl_Stachybotryaceae","Generalists"
"OTU1722","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","uncl_Pleosporaceae","uncl_Pleosporaceae","Generalists"
"OTU441","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","uncl_Massarinaceae","uncl_Massarinaceae","Generalists"
"OTU1679","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","Generalists"
"OTU2149","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Wojnowiciella","uncl_Wojnowiciella","Generalists"
"OTU309","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU47","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Crinipellis","uncl_Crinipellis","Generalists"
"OTU10353","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","uncl_Magnaporthaceae","uncl_Magnaporthaceae","Generalists"
"OTU4875","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU2616","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","uncl_Nectriaceae","uncl_Nectriaceae","Generalists"
"OTU7868","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU2604","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","uncl_Rhizophagus","Generalists"
"OTU2772","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU3256","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium","uncl_Ceratobasidium","Generalists"
"OTU2155","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU6262","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","uncl_Myrmecridium","Generalists"
"OTU11931","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","uncl_Myrmecridium","Generalists"
"OTU735","Fungi","Ascomycota","Dothideomycetes","Capnodiales","uncl_Capnodiales","uncl_Capnodiales","uncl_Capnodiales","Generalists"
"OTU2857","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU11610","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthiopsis","uncl_Magnaporthiopsis","Generalists"
"OTU3802","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU902","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","uncl_Stachybotryaceae","uncl_Stachybotryaceae","Generalists"
"OTU4834","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","uncl_Acremonium","Generalists"
"OTU1238","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU1334","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","Generalists"
"OTU1492","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","Periconia_epilithographicola","Generalists"
"OTU910","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU6881","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU2340","Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","uncl_Pezizomycotina_cls_Incertae_sedis","uncl_Pezizomycotina_cls_Incertae_sedis","uncl_Pezizomycotina_cls_Incertae_sedis","uncl_Pezizomycotina_cls_Incertae_sedis","Generalists"
"OTU7643","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","uncl_Saccotheciaceae","uncl_Saccotheciaceae","Generalists"
"OTU92","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","uncl_Ceratobasidiaceae","uncl_Ceratobasidiaceae","Generalists"
"OTU119","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU3554","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metacordyceps","uncl_Metacordyceps","Generalists"
"OTU295","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU2773","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaeta","uncl_Pyrenochaeta","Generalists"
"OTU268","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU795","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","uncl_Herpotrichiellaceae","uncl_Herpotrichiellaceae","Generalists"
"OTU6131","Fungi","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales","Generalists"
"OTU1779","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","uncl_Cladophialophora","Generalists"
"OTU624","Fungi","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales","Generalists"
"OTU1610","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU1964","Fungi","Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","Generalists"
"OTU436","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","uncl_Herpotrichiellaceae","uncl_Herpotrichiellaceae","Generalists"
"OTU2549","Fungi","Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","Generalists"
"OTU513","Fungi","Ascomycota","Leotiomycetes","Helotiales","uncl_Helotiales","uncl_Helotiales","uncl_Helotiales","Generalists"
"OTU338","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales","Generalists"
"OTU8171","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Alfaria","uncl_Alfaria","Generalists"
"OTU5106","Fungi","Ascomycota","Eurotiomycetes","uncl_Eurotiomycetes","uncl_Eurotiomycetes","uncl_Eurotiomycetes","uncl_Eurotiomycetes","Generalists"
"OTU716","Fungi","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales","Generalists"
"OTU345","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","uncl_Fusarium","Generalists"
"OTU11482","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Alfaria","uncl_Alfaria","Generalists"
"OTU1717","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","uncl_Herpotrichiellaceae","uncl_Herpotrichiellaceae","Generalists"
"OTU3293","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU1997","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","uncl_Herpotrichiellaceae","uncl_Herpotrichiellaceae","Generalists"
"OTU3360","Fungi","Ascomycota","Dothideomycetes","Venturiales","uncl_Venturiales","uncl_Venturiales","uncl_Venturiales","Generalists"
"OTU1005","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Macrophomina","uncl_Macrophomina","Generalists"
"OTU1388","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","uncl_Nigrospora","Generalists"
"OTU2912","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU961","Fungi","Ascomycota","Pezizomycetes","uncl_Pezizomycetes","uncl_Pezizomycetes","uncl_Pezizomycetes","uncl_Pezizomycetes","Generalists"
"OTU4164","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU1937","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Alfaria","uncl_Alfaria","Generalists"
"OTU3114","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","uncl_Arthrobotrys","Generalists"
"OTU6541","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU599","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","uncl_Cucurbitariaceae","uncl_Cucurbitariaceae","Generalists"
"OTU2511","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales","Generalists"
"OTU4077","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","uncl_Neosetophoma","Generalists"
"OTU371","Fungi","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales","Generalists"
"OTU4023","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","uncl_Periconia","Generalists"
"OTU5320","Fungi","Mucoromycota","Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","Generalists"
"OTU8159","Fungi","Ascomycota","Eurotiomycetes","uncl_Eurotiomycetes","uncl_Eurotiomycetes","uncl_Eurotiomycetes","uncl_Eurotiomycetes","Generalists"
"OTU6610","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU3513","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Dominikia","uncl_Dominikia","Generalists"
"OTU241","Fungi","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales","Generalists"
"OTU5101","Fungi","Cryptomycota","Rozellomycotina_cls_Incertae_sedis","GS11","uncl_GS11","uncl_GS11","uncl_GS11","Generalists"
"OTU2200","Fungi","Ascomycota","Eurotiomycetes","Onygenales","uncl_Onygenales","uncl_Onygenales","uncl_Onygenales","Generalists"
"OTU934","Fungi","Ascomycota","Leotiomycetes","Helotiales","uncl_Helotiales","uncl_Helotiales","uncl_Helotiales","Generalists"
"OTU2709","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","uncl_Ustilaginaceae","uncl_Ustilaginaceae","Generalists"
"OTU12052","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","uncl_Lasiosphaeriaceae","uncl_Lasiosphaeriaceae","Generalists"
"OTU1996","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","uncl_Chaetosphaeriales","uncl_Chaetosphaeriales","uncl_Chaetosphaeriales","Generalists"
"OTU1677","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU829","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","Generalists"
"OTU2866","Fungi","Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","Generalists"
"OTU3009","Fungi","Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","Generalists"
"OTU2437","Fungi","Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","Generalists"
"OTU4512","Fungi","Zoopagomycota","Ramicandelaberomycetes","Ramicandelaberales","Ramicandelaberaceae","Ramicandelaber","uncl_Ramicandelaber","Generalists"
"OTU8858","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Crinipellis","uncl_Crinipellis","Generalists"
"OTU3412","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","uncl_Periconia","Generalists"
"OTU348","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU7568","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","uncl_Nigrospora","Generalists"
"OTU3285","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU2406","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU2345","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","uncl_Clavicipitaceae","uncl_Clavicipitaceae","Generalists"
"OTU4156","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU3121","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","uncl_Nigrospora","Generalists"
"OTU2978","Fungi","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales","Generalists"
"OTU3710","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metacordyceps","uncl_Metacordyceps","Generalists"
"OTU320","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","uncl_Cladophialophora","Generalists"
"OTU2396","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","uncl_Fusarium","Generalists"
"OTU9695","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","Periconia_chimonanthi","Generalists"
"OTU12267","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU1871","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","uncl_Psathyrellaceae","uncl_Psathyrellaceae","Generalists"
"OTU1318","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU6571","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU6568","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","uncl_Nigrospora","Generalists"
"OTU4161","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Lectera","Lectera_nordwiniana","Generalists"
"OTU5806","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU3271","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Cunninghamella","Cunninghamella_elegans","Generalists"
"OTU1028","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Capnodiaceae","uncl_Capnodiaceae","uncl_Capnodiaceae","Generalists"
"OTU4468","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU4284","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU1169","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Exserohilum","uncl_Exserohilum","Generalists"
"OTU6593","Fungi","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytridiales_fam_Incertae_sedis","uncl_Chytridiales_fam_Incertae_sedis","uncl_Chytridiales_fam_Incertae_sedis","Generalists"
"OTU4683","Fungi","Mucoromycota","Glomeromycetes","Glomerales","uncl_Glomerales","uncl_Glomerales","uncl_Glomerales","Generalists"
"OTU4393","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU8842","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Marquandomyces","Marquandomyces_marquandii","Generalists"
"OTU1516","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","uncl_Pyrenochaetopsis","Generalists"
"OTU85","Fungi","Basidiomycota","Atractiellomycetes","Atractiellales","Hoehnelomycetaceae","Atractiella","Atractiella_rhizophila","Generalists"
"OTU4514","Fungi","Basidiomycota","Atractiellomycetes","Atractiellales","Hoehnelomycetaceae","Atractiella","Atractiella_rhizophila","Generalists"
"OTU10123","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU2095","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","uncl_Chloridium","Generalists"
"OTU4633","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Ilyonectria","Ilyonectria_vredehoekensis","Generalists"
"OTU5623","Fungi","Cryptomycota","Rozellomycotina_cls_Incertae_sedis","GS11","uncl_GS11","uncl_GS11","uncl_GS11","Generalists"
"OTU4271","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU6386","Fungi","Ascomycota","Sordariomycetes","Xylariales","uncl_Xylariales","uncl_Xylariales","uncl_Xylariales","Generalists"
"OTU5214","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","uncl_Ustilaginaceae","uncl_Ustilaginaceae","Generalists"
"OTU9019","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","Generalists"
"OTU7813","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","uncl_Aspergillaceae","uncl_Aspergillaceae","Generalists"
"OTU4673","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU4479","Fungi","Ascomycota","Sordariomycetes","Glomerellales","uncl_Glomerellales","uncl_Glomerellales","uncl_Glomerellales","Generalists"
"OTU4996","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU11760","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","uncl_Nectriaceae","uncl_Nectriaceae","Generalists"
"OTU4615","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU2081","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU141","Fungi","Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","Generalists"
"OTU4985","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","uncl_Clavaria","Generalists"
"OTU286","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","uncl_Chaetomiaceae","uncl_Chaetomiaceae","Generalists"
"OTU1233","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Absidia","uncl_Absidia","Generalists"
"OTU9203","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU6430","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU5754","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Myrothecium","uncl_Myrothecium","Generalists"
"OTU5058","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU12113","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU4614","Fungi","Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","Generalists"
