"","Domain","Phylum","Class","Order","Family","Genus","Species","sign"
"OTU3771","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU2410","Fungi","Mucoromycota","Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","Generalists"
"OTU4562","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","uncl_Orbiliales","uncl_Orbiliales","uncl_Orbiliales","Generalists"
"OTU10199","Fungi","Ascomycota","Sordariomycetes","Diaporthales","uncl_Diaporthales","uncl_Diaporthales","uncl_Diaporthales","Generalists"
"OTU5983","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia_arunalokei","Generalists"
"OTU12148","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU12842","Fungi","Mucoromycota","Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","Generalists"
"OTU12547","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU3071","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales","Generalists"
"OTU117","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU5026","Fungi","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales","Generalists"
"OTU3004","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces","uncl_Phaeococcomyces","Generalists"
"OTU9505","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU3180","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU1523","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Rachicladosporium","uncl_Rachicladosporium","Generalists"
"OTU2543","Fungi","Ascomycota","Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes","Generalists"
"OTU9554","Fungi","Chytridiomycota","uncl_Chytridiomycota","uncl_Chytridiomycota","uncl_Chytridiomycota","uncl_Chytridiomycota","uncl_Chytridiomycota","Generalists"
"OTU192","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales","Generalists"
"OTU1715","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU5893","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","Myrmecridium_schulzeri","Generalists"
"OTU2759","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces","uncl_Phaeococcomyces","Generalists"
"OTU7554","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","uncl_Fusarium","Generalists"
"OTU4","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU8080","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU5316","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","Generalists"
"OTU8895","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","uncl_Nigrospora","Generalists"
"OTU6","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","uncl_Periconia","Generalists"
"OTU7274","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","uncl_Nectriaceae","uncl_Nectriaceae","Generalists"
"OTU2235","Fungi","Ascomycota","Dothideomycetes","Capnodiales","uncl_Capnodiales","uncl_Capnodiales","uncl_Capnodiales","Generalists"
"OTU4123","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","uncl_Cladosporiaceae","uncl_Cladosporiaceae","Generalists"
"OTU2637","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Genolevuria","Genolevuria_armeniaca","Generalists"
"OTU12362","Fungi","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales","Generalists"
"OTU7314","Fungi","Basidiomycota","Cystobasidiomycetes","uncl_Cystobasidiomycetes","uncl_Cystobasidiomycetes","uncl_Cystobasidiomycetes","uncl_Cystobasidiomycetes","Generalists"
"OTU3450","Fungi","Ascomycota","Arthoniomycetes","uncl_Arthoniomycetes","uncl_Arthoniomycetes","uncl_Arthoniomycetes","uncl_Arthoniomycetes","Generalists"
"OTU2635","Fungi","Mucoromycota","Glomeromycetes","Glomerales","uncl_Glomerales","uncl_Glomerales","uncl_Glomerales","Generalists"
"OTU6121","Fungi","Basidiomycota","Tremellomycetes","Tremellales","uncl_Tremellales","uncl_Tremellales","uncl_Tremellales","Generalists"
"OTU4746","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU28","Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","uncl_Diatrypaceae","uncl_Diatrypaceae","Generalists"
"OTU701","Fungi","Basidiomycota","Agaricomycetes","Atheliales","uncl_Atheliales","uncl_Atheliales","uncl_Atheliales","Generalists"
"OTU11615","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","uncl_Curvularia","Generalists"
"OTU2031","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU3296","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Pezicula","uncl_Pezicula","Generalists"
"OTU5291","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU826","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU2005","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU9749","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea","uncl_Darksidea","Generalists"
"OTU281","Fungi","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales","Generalists"
"OTU4904","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Calvatia","uncl_Calvatia","Generalists"
"OTU11980","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU12225","Fungi","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales","Generalists"
"OTU27","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU1731","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU16","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Ijuhya","uncl_Ijuhya","Generalists"
"OTU188","Fungi","Ascomycota","Sordariomycetes","Diaporthales","uncl_Diaporthales","uncl_Diaporthales","uncl_Diaporthales","Generalists"
"OTU248","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU5587","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","uncl_Nectriaceae","uncl_Nectriaceae","Generalists"
"OTU856","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Nemania","uncl_Nemania","Generalists"
"OTU2782","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","uncl_Magnaporthales","uncl_Magnaporthales","uncl_Magnaporthales","Generalists"
"OTU1491","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","Generalists"
"OTU841","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales","Generalists"
"OTU4606","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU5998","Fungi","Ascomycota","Sordariomycetes","Xylariales","uncl_Xylariales","uncl_Xylariales","uncl_Xylariales","Generalists"
"OTU8872","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU638","Fungi","Basidiomycota","Agaricomycetes","Polyporales","uncl_Polyporales","uncl_Polyporales","uncl_Polyporales","Generalists"
"OTU565","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","uncl_Diaporthaceae","uncl_Diaporthaceae","Generalists"
"OTU189","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU5571","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Stagonospora","Stagonospora_bicolor","Generalists"
"OTU45","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU6812","Fungi","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales","Generalists"
"OTU3125","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU303","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU8516","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU4005","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","uncl_Botryosphaeriaceae","uncl_Botryosphaeriaceae","Generalists"
"OTU62","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","uncl_Fusarium","Generalists"
"OTU9896","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU4107","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","Generalists"
"OTU12247","Fungi","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales","Generalists"
"OTU5652","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU12423","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU1231","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","uncl_Rhizophagus","Generalists"
"OTU756","Fungi","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales","Generalists"
"OTU103","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU106","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","uncl_Marasmiaceae","uncl_Marasmiaceae","Generalists"
"OTU97","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_polyphialidicum","Generalists"
"OTU7090","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Crinipellis","uncl_Crinipellis","Generalists"
"OTU6337","Fungi","Ascomycota","Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes","Generalists"
"OTU10535","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","uncl_Marasmiaceae","uncl_Marasmiaceae","Generalists"
"OTU556","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","uncl_Talaromyces","Generalists"
"OTU5834","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU10930","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","Generalists"
"OTU1990","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","Generalists"
"OTU9051","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","Generalists"
"OTU251","Fungi","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales","Generalists"
"OTU7104","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU8629","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","uncl_Hyaloscyphaceae","uncl_Hyaloscyphaceae","Generalists"
"OTU5613","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea","uncl_Darksidea","Generalists"
"OTU169","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","uncl_Didymosphaeriaceae","uncl_Didymosphaeriaceae","Generalists"
"OTU2288","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Aaosphaeria","Aaosphaeria_arxii","Generalists"
"OTU1151","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","uncl_Cunninghamellaceae","uncl_Cunninghamellaceae","Generalists"
"OTU70","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","uncl_Fusarium","Generalists"
"OTU3170","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU6797","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU2781","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","uncl_Nectriaceae","uncl_Nectriaceae","Generalists"
"OTU2498","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","uncl_Filobasidium","Generalists"
"OTU196","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","uncl_Pleosporaceae","uncl_Pleosporaceae","Generalists"
"OTU10381","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","Generalists"
"OTU199","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","uncl_Magnaporthales","uncl_Magnaporthales","uncl_Magnaporthales","Generalists"
"OTU69","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU7056","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU774","Fungi","Ascomycota","Leotiomycetes","Helotiales","uncl_Helotiales","uncl_Helotiales","uncl_Helotiales","Generalists"
"OTU3849","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","uncl_Orbiliales","uncl_Orbiliales","uncl_Orbiliales","Generalists"
"OTU5437","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU7615","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU558","Fungi","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales","Generalists"
"OTU7317","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_gracilis","Generalists"
"OTU212","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU1916","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU3810","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","Generalists"
"OTU3639","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","uncl_Hyaloscyphaceae","uncl_Hyaloscyphaceae","Generalists"
"OTU9306","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium","uncl_Toxicocladosporium","Generalists"
"OTU3574","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU2556","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU161","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Striaticonidium","uncl_Striaticonidium","Generalists"
"OTU4465","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU2656","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU1621","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU2524","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU3827","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU5475","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","uncl_Clavicipitaceae","uncl_Clavicipitaceae","Generalists"
"OTU1282","Fungi","Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","Generalists"
"OTU329","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","uncl_Chaetomiaceae","uncl_Chaetomiaceae","Generalists"
"OTU6675","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","uncl_Malassezia","Generalists"
"OTU354","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU9550","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU777","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU4712","Fungi","Ascomycota","Dothideomycetes","Venturiales","uncl_Venturiales","uncl_Venturiales","uncl_Venturiales","Generalists"
"OTU1204","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU321","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria","uncl_Xylaria","Generalists"
"OTU272","Fungi","Ascomycota","Leotiomycetes","uncl_Leotiomycetes","uncl_Leotiomycetes","uncl_Leotiomycetes","uncl_Leotiomycetes","Generalists"
"OTU4832","Fungi","Mucoromycota","Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","Generalists"
"OTU11070","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales","Generalists"
"OTU2148","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU2134","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Kamienskia","uncl_Kamienskia","Generalists"
"OTU1526","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","uncl_Periconia","Generalists"
"OTU7229","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","Generalists"
"OTU541","Fungi","Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","Generalists"
"OTU3097","Fungi","Mucoromycota","Glomeromycetes","Glomerales","uncl_Glomerales","uncl_Glomerales","uncl_Glomerales","Generalists"
"OTU11424","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU340","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia_inaequalis","Generalists"
"OTU3879","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","uncl_Eurotiales","uncl_Eurotiales","uncl_Eurotiales","Generalists"
"OTU1823","Fungi","Mucoromycota","Glomeromycetes","Glomerales","uncl_Glomerales","uncl_Glomerales","uncl_Glomerales","Generalists"
"OTU3246","Fungi","Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","Generalists"
"OTU11147","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","uncl_Inocybe","Generalists"
"OTU4256","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU195","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Codinaea","uncl_Codinaea","Generalists"
"OTU203","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","uncl_Lasiosphaeriaceae","uncl_Lasiosphaeriaceae","Generalists"
"OTU4534","Fungi","Mucoromycota","Mortierellomycetes","uncl_Mortierellomycetes","uncl_Mortierellomycetes","uncl_Mortierellomycetes","uncl_Mortierellomycetes","Generalists"
"OTU1108","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","Generalists"
"OTU310","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","uncl_Cladophialophora","Generalists"
"OTU180","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","Generalists"
"OTU2140","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","uncl_Mycosphaerellales","uncl_Mycosphaerellales","uncl_Mycosphaerellales","Generalists"
"OTU4588","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","uncl_Hyaloscyphaceae","uncl_Hyaloscyphaceae","Generalists"
"OTU10570","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU2126","Fungi","Mucoromycota","Glomeromycetes","Glomerales","uncl_Glomerales","uncl_Glomerales","uncl_Glomerales","Generalists"
"OTU5074","Fungi","Mucoromycota","Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","Generalists"
"OTU140","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","Generalists"
"OTU650","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","uncl_Herpotrichiellaceae","uncl_Herpotrichiellaceae","Generalists"
"OTU3915","Fungi","Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","Generalists"
"OTU132","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales","Generalists"
"OTU1697","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","Generalists"
"OTU5826","Fungi","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","uncl_Wallemia","Generalists"
"OTU3674","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Lecythophora","Lecythophora_canina","Generalists"
"OTU311","Fungi","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","uncl_Mortierella","Generalists"
"OTU36","Fungi","Ascomycota","Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes","Generalists"
"OTU2629","Fungi","Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","Generalists"
"OTU3725","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","Generalists"
"OTU246","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_persicinum","Generalists"
"OTU1950","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae","Generalists"
"OTU8674","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales","Generalists"
"OTU109","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales","Generalists"
"OTU597","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","uncl_Stachybotryaceae","uncl_Stachybotryaceae","Generalists"
"OTU1722","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","uncl_Pleosporaceae","uncl_Pleosporaceae","Generalists"
